case_title,subject,reason,type,location,neighborhood,location_street_name,location_zipcode,latitude,longitude
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,568 E Sixth St  South Boston  MA  02127,South Boston / South Boston Waterfront,568 E Sixth St  South Boston  MA  02127,2127.0,42.3332,-71.0378
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Anderson St & Cambridge St  Boston  MA  ,Beacon Hill,INTERSECTION of Anderson St & Cambridge St  Boston  MA  ,,42.3594,-71.0587
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,145 Farragut Rd  South Boston  MA  02127,South Boston / South Boston Waterfront,145 Farragut Rd  South Boston  MA  02127,2127.0,42.3334,-71.0253
Aircraft Noise Disturbance,Mayor's 24 Hour Hotline,Massport,Aircraft Noise Disturbance,INTERSECTION of High St & Purchase St  Boston  MA  ,Downtown / Financial District,INTERSECTION of High St & Purchase St  Boston  MA  ,,42.3594,-71.0587
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,25 R Mayfield St  Dorchester  MA  02125,Dorchester,25 R Mayfield St  Dorchester  MA  02125,2125.0,42.3169,-71.0577
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,50 Gloucester St  Boston  MA  02115,Back Bay,50 Gloucester St  Boston  MA  02115,2115.0,42.3486,-71.0841
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,1142 River St  Hyde Park  MA  02136,Hyde Park,1142 River St  Hyde Park  MA  02136,2136.0,42.2568,-71.12
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,INTERSECTION of Mayfield St & Pleasant St  Dorchester  MA  ,Dorchester,INTERSECTION of Mayfield St & Pleasant St  Dorchester  MA  ,,42.3594,-71.0587
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,25 Pierpont Rd  Jamaica Plain  MA  02121,Jamaica Plain,25 Pierpont Rd  Jamaica Plain  MA  02121,2121.0,42.3079,-71.0921
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,16 Ballou Ave  Dorchester  MA  02124,Greater Mattapan,16 Ballou Ave  Dorchester  MA  02124,2124.0,42.2871,-71.0805
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,INTERSECTION of Abbotsford St & Walnut Ave  Roxbury  MA  ,Roxbury,INTERSECTION of Abbotsford St & Walnut Ave  Roxbury  MA  ,,42.3594,-71.0587
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,129 Harold St  Dorchester  MA  02121,Roxbury,129 Harold St  Dorchester  MA  02121,2121.0,42.3172,-71.0901
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,41 Pinckney St  Boston  MA  02114,Beacon Hill,41 Pinckney St  Boston  MA  02114,2114.0,42.359,-71.0667
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,11 Cumston St  Roxbury  MA  02118,South End,11 Cumston St  Roxbury  MA  02118,2118.0,42.3386,-71.0754
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Arlington St & Beacon St  Boston  MA  ,Back Bay,INTERSECTION of Arlington St & Beacon St  Boston  MA  ,,42.3594,-71.0587
Public Events Noise Disturbances,Consumer Affairs & Licensing,Consumer Affairs Issues,Public Events Noise Disturbances,3 Battery Whf  Boston  MA  02109,Boston,3 Battery Whf  Boston  MA  02109,2109.0,42.3668,-71.0512
PARKS: Complaint,Mayor's 24 Hour Hotline,Employee & General Comments,General Comments For a Program or Policy, , , ,,42.3594,-71.0587
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,75 Howard Ave  Dorchester  MA  02125,Roxbury,75 Howard Ave  Dorchester  MA  02125,2125.0,42.3185,-71.0742
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,270-274 North St  Boston  MA  02113,Downtown / Financial District,270-274 North St  Boston  MA  02113,2113.0,42.3638,-71.0521
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,35 Logan Way  South Boston  MA  02127,South Boston / South Boston Waterfront,35 Logan Way  South Boston  MA  02127,2127.0,42.328,-71.054
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,INTERSECTION of Glen Ln & Glen Rd  Jamaica Plain  MA  ,Greater Mattapan,INTERSECTION of Glen Ln & Glen Rd  Jamaica Plain  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,393 Huntington Ave  Boston  MA  02115,Fenway / Kenmore / Audubon Circle / Longwood,393 Huntington Ave  Boston  MA  02115,2115.0,42.3398,-71.0909
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,135 Neponset Ave  Dorchester  MA  02122,Dorchester,135 Neponset Ave  Dorchester  MA  02122,2122.0,42.2938,-71.052
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,45 Granger St  Dorchester  MA  02122,Dorchester,45 Granger St  Dorchester  MA  02122,2122.0,42.3023,-71.0577
Public Events Noise Disturbances,Consumer Affairs & Licensing,Consumer Affairs Issues,Public Events Noise Disturbances,85-91 W Newton St  Roxbury  MA  02118,South End,85-91 W Newton St  Roxbury  MA  02118,2118.0,42.341,-71.0758
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,98 Cedar St  Roxbury  MA  02119,Roxbury,98 Cedar St  Roxbury  MA  02119,2119.0,42.3265,-71.0926
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,145 Saint Alphonsus St  Mission Hill  MA  02120,Mission Hill,145 Saint Alphonsus St  Mission Hill  MA  02120,2120.0,42.3324,-71.1019
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,117 Buttonwood St  Dorchester  MA  02125,Dorchester,117 Buttonwood St  Dorchester  MA  02125,2125.0,42.3225,-71.0557
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,1 Jewish War Veterans Dr  Jamaica Plain  MA  02121,Jamaica Plain,1 Jewish War Veterans Dr  Jamaica Plain  MA  02121,2121.0,42.301,-71.0886
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,11 O St  South Boston  MA  02127,South Boston / South Boston Waterfront,11 O St  South Boston  MA  02127,2127.0,42.3379,-71.0295
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,447 Park Dr  Boston  MA  02215,Fenway / Kenmore / Audubon Circle / Longwood,447 Park Dr  Boston  MA  02215,2215.0,42.3456,-71.1041
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,INTERSECTION of Beech St & Poplar St  Roslindale  MA  ,Roslindale,INTERSECTION of Beech St & Poplar St  Roslindale  MA  ,,42.3594,-71.0587
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,131 Devon St  Dorchester  MA  02121,Roxbury,131 Devon St  Dorchester  MA  02121,2121.0,42.3077,-71.0767
Public Events Noise Disturbances,Consumer Affairs & Licensing,Consumer Affairs Issues,Public Events Noise Disturbances,4210 Washington St  Roslindale  MA  02131,Roslindale,4210 Washington St  Roslindale  MA  02131,2131.0,42.2866,-71.1276
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,287 N Harvard St  Allston  MA  02134,Allston / Brighton,287 N Harvard St  Allston  MA  02134,2134.0,42.3601,-71.1288
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,13 Laurel St  Roxbury  MA  02119,Roxbury,13 Laurel St  Roxbury  MA  02119,2119.0,42.3205,-71.0851
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,81 P St  South Boston  MA  02127,South Boston / South Boston Waterfront,81 P St  South Boston  MA  02127,2127.0,42.3354,-71.0273
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,79 Broadway St  Boston  MA  02116,Back Bay,79 Broadway St  Boston  MA  02116,2116.0,42.35,-71.0675
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,195 Leyden St  East Boston  MA  02128,East Boston,195 Leyden St  East Boston  MA  02128,2128.0,42.3885,-71.0042
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,51 Pleasant St  Charlestown  MA  02129,Charlestown,51 Pleasant St  Charlestown  MA  02129,2129.0,42.3757,-71.0619
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,18 Bayside St  Dorchester  MA  02125,Dorchester,18 Bayside St  Dorchester  MA  02125,2125.0,42.3084,-71.0506
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,15 N Beacon St  Allston  MA  02134,Allston / Brighton,15 N Beacon St  Allston  MA  02134,2134.0,42.3543,-71.1377
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,181-187 Wolcott Sq  Hyde Park  MA  02136,Hyde Park,181-187 Wolcott Sq  Hyde Park  MA  02136,2136.0,42.2372,-71.1323
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,136 Orange St  Roslindale  MA  02131,Roslindale,136 Orange St  Roslindale  MA  02131,2131.0,42.2811,-71.139
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,35 Baird St  Dorchester  MA  02124,Greater Mattapan,35 Baird St  Dorchester  MA  02124,2124.0,42.286,-71.0927
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,30 Nazing St  Dorchester  MA  02121,Roxbury,30 Nazing St  Dorchester  MA  02121,2121.0,42.3066,-71.0861
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,158 Newbury St  Boston  MA  02116,Back Bay,158 Newbury St  Boston  MA  02116,2116.0,42.3505,-71.0783
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,447 Park Dr  Boston  MA  02215,Fenway / Kenmore / Audubon Circle / Longwood,447 Park Dr  Boston  MA  02215,2215.0,42.3456,-71.1041
Public Events Noise Disturbances,Consumer Affairs & Licensing,Consumer Affairs Issues,Public Events Noise Disturbances,52 Gainsborough St  Boston  MA  02115,Fenway / Kenmore / Audubon Circle / Longwood,52 Gainsborough St  Boston  MA  02115,2115.0,42.3418,-71.0874
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,9 Winchester St  Boston  MA  02116,Back Bay,9 Winchester St  Boston  MA  02116,2116.0,42.3498,-71.0677
Aircraft Noise Disturbance,Mayor's 24 Hour Hotline,Massport,Aircraft Noise Disturbance,11 Robeson St  Jamaica Plain  MA  02130,Jamaica Plain,11 Robeson St  Jamaica Plain  MA  02130,2130.0,42.3102,-71.1016
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,116 Norfolk St  Dorchester  MA  02124,Dorchester,116 Norfolk St  Dorchester  MA  02124,2124.0,42.2881,-71.0766
Public Events Noise Disturbances,Consumer Affairs & Licensing,Consumer Affairs Issues,Public Events Noise Disturbances,INTERSECTION of Boylston St & Park Dr  Boston  MA  ,Fenway / Kenmore / Audubon Circle / Longwood,INTERSECTION of Boylston St & Park Dr  Boston  MA  ,,42.3594,-71.0587
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,59 Wrentham St  Dorchester  MA  02124,Dorchester,59 Wrentham St  Dorchester  MA  02124,2124.0,42.2881,-71.0605
Public Events Noise Disturbances,Consumer Affairs & Licensing,Consumer Affairs Issues,Public Events Noise Disturbances,57 Stuart St  Boston  MA  02116,Downtown / Financial District,57 Stuart St  Boston  MA  02116,2116.0,42.3512,-71.0643
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,34 Garden St  Boston  MA  02114,Beacon Hill,34 Garden St  Boston  MA  02114,2114.0,42.3603,-71.0668
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,117R Havre St  East Boston  MA  02128,East Boston,117R Havre St  East Boston  MA  02128,2128.0,42.3727,-71.0382
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,314 Cornell St  Roslindale  MA  02131,Roslindale,314 Cornell St  Roslindale  MA  02131,2131.0,42.2817,-71.1391
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,158 Newbury St  Boston  MA  02116,Back Bay,158 Newbury St  Boston  MA  02116,2116.0,42.3505,-71.0783
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,1-7 Dalton St  Boston  MA  02115,Boston,1-7 Dalton St  Boston  MA  02115,2115.0,42.3458,-71.084
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,INTERSECTION of Cameron St & Hancock St  Dorchester  MA  ,Dorchester,INTERSECTION of Cameron St & Hancock St  Dorchester  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,19 Saint Cyprians Pl  Mission Hill  MA  02120,Roxbury,19 Saint Cyprians Pl  Mission Hill  MA  02120,2120.0,42.3365,-71.0867
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Cross St & Salem St  Boston  MA  ,Downtown / Financial District,INTERSECTION of Cross St & Salem St  Boston  MA  ,,42.3594,-71.0587
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,39 Elder St  Dorchester  MA  02125,Dorchester,39 Elder St  Dorchester  MA  02125,2125.0,42.3207,-71.0646
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,881 Huntington Ave  Boston  MA  02115,Mission Hill,881 Huntington Ave  Boston  MA  02115,2115.0,42.3327,-71.1115
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Wabon St & Warren St  Dorchester  MA  ,Roxbury,INTERSECTION of Wabon St & Warren St  Dorchester  MA  ,,42.3594,-71.0587
Public Events Noise Disturbances,Consumer Affairs & Licensing,Consumer Affairs Issues,Public Events Noise Disturbances,4 Nonantum St  Brighton  MA  02135,Allston / Brighton,4 Nonantum St  Brighton  MA  02135,2135.0,42.3503,-71.1681
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,450 Quincy St  Dorchester  MA  02125,Dorchester,450 Quincy St  Dorchester  MA  02125,2125.0,42.3097,-71.0665
Parks General Request,Parks & Recreation Department,Administrative & General Requests,Parks General Request,INTERSECTION of Chelsea St & Rutherford Ave  Charlestown  MA  ,Charlestown,INTERSECTION of Chelsea St & Rutherford Ave  Charlestown  MA  ,,42.3594,-71.0587
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,170-174 W Broadway   South Boston  MA  02127,South Boston,170-174 W Broadway   South Boston  MA  02127,2127.0,42.3404,-71.053
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,170-174 W Broadway   South Boston  MA  02127,South Boston,170-174 W Broadway   South Boston  MA  02127,2127.0,42.3404,-71.053
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,79 Broadway St  Boston  MA  02116,Back Bay,79 Broadway St  Boston  MA  02116,2116.0,42.35,-71.0675
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,530 E Fourth St  South Boston  MA  02127,South Boston / South Boston Waterfront,530 E Fourth St  South Boston  MA  02127,2127.0,42.3348,-71.0436
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,154 Maverick St  East Boston  MA  02128,East Boston,154 Maverick St  East Boston  MA  02128,2128.0,42.3699,-71.0379
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,51 N Beacon St  Brighton  MA  02135,Allston / Brighton,51 N Beacon St  Brighton  MA  02135,2135.0,42.3541,-71.14
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,50-150 Causeway St  Boston  MA  02114,Boston,50-150 Causeway St  Boston  MA  02114,2114.0,42.3657,-71.0617
Public Events Noise Disturbances,Consumer Affairs & Licensing,Consumer Affairs Issues,Public Events Noise Disturbances,827 Boylston St  Boston  MA  02116,Back Bay,827 Boylston St  Boston  MA  02116,2116.0,42.349,-71.0826
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,15 Cushing Ave  Dorchester  MA  02125,Dorchester,15 Cushing Ave  Dorchester  MA  02125,2125.0,42.3161,-71.0648
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,530 E Fourth St  South Boston  MA  02127,South Boston / South Boston Waterfront,530 E Fourth St  South Boston  MA  02127,2127.0,42.3348,-71.0436
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Baker St & Spring St  West Roxbury  MA  ,West Roxbury,INTERSECTION of Baker St & Spring St  West Roxbury  MA  ,,42.3594,-71.0587
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,81 P St  South Boston  MA  02127,South Boston / South Boston Waterfront,81 P St  South Boston  MA  02127,2127.0,42.3354,-71.0273
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,INTERSECTION of Nelson St & Selden St  Dorchester  MA  ,Dorchester,INTERSECTION of Nelson St & Selden St  Dorchester  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Fenway & Boylston St  Boston  MA  ,Fenway / Kenmore / Audubon Circle / Longwood,INTERSECTION of Fenway & Boylston St  Boston  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Clarendon St & Stuart St  Boston  MA  ,Back Bay,INTERSECTION of Clarendon St & Stuart St  Boston  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,82 Phillips St  Boston  MA  02114,Boston,82 Phillips St  Boston  MA  02114,2114.0,42.36,-71.0697
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,132 Arlington St  Brighton  MA  02135,Allston / Brighton,132 Arlington St  Brighton  MA  02135,2135.0,42.3524,-71.1583
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,552 Columbus Ave  Roxbury  MA  02118,South End,552 Columbus Ave  Roxbury  MA  02118,2118.0,42.3412,-71.0806
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of W Newton St & Tremont St  Roxbury  MA  ,South End,INTERSECTION of W Newton St & Tremont St  Roxbury  MA  ,,42.3594,-71.0587
Aircraft Noise Disturbance,Mayor's 24 Hour Hotline,Massport,Aircraft Noise Disturbance,11 Robeson St  Jamaica Plain  MA  02130,Jamaica Plain,11 Robeson St  Jamaica Plain  MA  02130,2130.0,42.3102,-71.1016
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,22 Rich St  Mattapan  MA  02126,Greater Mattapan,22 Rich St  Mattapan  MA  02126,2126.0,42.2759,-71.089
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,155 Northampton St  Roxbury  MA  02118,Roxbury,155 Northampton St  Roxbury  MA  02118,2118.0,42.3367,-71.0782
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,18 Bayside St  Dorchester  MA  02125,Dorchester,18 Bayside St  Dorchester  MA  02125,2125.0,42.3084,-71.0506
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,10 Oswald St  Mission Hill  MA  02120,Mission Hill,10 Oswald St  Mission Hill  MA  02120,2120.0,42.3312,-71.104
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,24 Seaver St  Dorchester  MA  02121,Roxbury,24 Seaver St  Dorchester  MA  02121,2121.0,42.313,-71.0937
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,50 Seaport Blvd  Boston  MA  02210,Boston,50 Seaport Blvd  Boston  MA  02210,2210.0,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,631 Washington St  Boston  MA  02116,Downtown / Financial District,631 Washington St  Boston  MA  02116,2116.0,42.3526,-71.0628
Park Lights - Central Burying Ground (BPRD),Parks & Recreation Department,Park Maintenance & Safety,Parks Lighting/Electrical Issues,INTERSECTION of Carver St & Boylston St  Boston  MA  ,Beacon Hill,INTERSECTION of Carver St & Boylston St  Boston  MA  ,,42.3594,-71.0587
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,79 Broadway St  Boston  MA  02116,Back Bay,79 Broadway St  Boston  MA  02116,2116.0,42.35,-71.0675
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,429 Columbus Ave  Boston  MA  02116,South End,429 Columbus Ave  Boston  MA  02116,2116.0,42.3441,-71.0778
Public Events Noise Disturbances,Consumer Affairs & Licensing,Consumer Affairs Issues,Public Events Noise Disturbances,INTERSECTION of Boylston St & Tremont St  Boston  MA  ,Downtown / Financial District,INTERSECTION of Boylston St & Tremont St  Boston  MA  ,,42.3594,-71.0587
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,355 Newbury St  Boston  MA  02115,Back Bay,355 Newbury St  Boston  MA  02115,2115.0,42.3485,-71.0876
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,160 Beaver St  Hyde Park  MA  02136,Hyde Park,160 Beaver St  Hyde Park  MA  02136,2136.0,42.2544,-71.1322
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,160 Beaver St  Hyde Park  MA  02136,Hyde Park,160 Beaver St  Hyde Park  MA  02136,2136.0,42.2544,-71.1322
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,39-41 Pond St  Jamaica Plain  MA  02130,Jamaica Plain,39-41 Pond St  Jamaica Plain  MA  02130,2130.0,42.3155,-71.1158
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,161 Brighton Ave  Allston  MA  02134,Allston / Brighton,161 Brighton Ave  Allston  MA  02134,2134.0,42.3533,-71.1325
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,1948 Beacon St  Brighton  MA  02135,Allston / Brighton,1948 Beacon St  Brighton  MA  02135,2135.0,42.3363,-71.1502
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,178 Brighton Ave  Allston  MA  02134,Allston / Brighton,178 Brighton Ave  Allston  MA  02134,2134.0,42.353,-71.1334
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,1161B Commonwealth Ave  Allston  MA  02134,Allston / Brighton,1161B Commonwealth Ave  Allston  MA  02134,2134.0,42.3508,-71.1279
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,183 Chestnut Hill Ave  Brighton  MA  02135,Allston / Brighton,183 Chestnut Hill Ave  Brighton  MA  02135,2135.0,42.3417,-71.1546
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,161 Tudor St  South Boston  MA  02127,South Boston,161 Tudor St  South Boston  MA  02127,2127.0,42.3353,-71.0517
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,5 Eldridge Rd  Jamaica Plain  MA  02130,Jamaica Plain,5 Eldridge Rd  Jamaica Plain  MA  02130,2130.0,42.2922,-71.1172
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,INTERSECTION of Dwinell St & Newfield St  West Roxbury  MA  ,West Roxbury,INTERSECTION of Dwinell St & Newfield St  West Roxbury  MA  ,,42.3594,-71.0587
Contractor Complaints,Public Works Department,Highway Maintenance,Contractor Complaints,48 River St  Mattapan  MA  02126,Dorchester,48 River St  Mattapan  MA  02126,2126.0,42.2717,-71.0722
Contractor Complaints,Public Works Department,Highway Maintenance,Contractor Complaints,48 River St  Mattapan  MA  02126,Dorchester,48 River St  Mattapan  MA  02126,2126.0,42.2717,-71.0722
Contractor Complaints,Public Works Department,Highway Maintenance,Contractor Complaints,49 River St  Mattapan  MA  02126,Mattapan,49 River St  Mattapan  MA  02126,2126.0,42.272,-71.0723
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,196 Norfolk Ave  Roxbury  MA  02119,Roxbury,196 Norfolk Ave  Roxbury  MA  02119,2119.0,42.3244,-71.0683
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,8 Winter St  Boston  MA  02108,Boston,8 Winter St  Boston  MA  02108,2108.0,42.3555,-71.0609
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,1298 Commonwealth Ave  Allston  MA  02134,Allston,1298 Commonwealth Ave  Allston  MA  02134,2134.0,42.3594,-71.0587
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,406 W Broadway  South Boston  MA  02127,South Boston / South Boston Waterfront,406 W Broadway  South Boston  MA  02127,2127.0,42.3372,-71.048
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,16 Charter St  Boston  MA  02113,Boston,16 Charter St  Boston  MA  02113,2113.0,42.3661,-71.0534
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,100 Wilmington Ave  Dorchester  MA  02124,Dorchester,100 Wilmington Ave  Dorchester  MA  02124,2124.0,42.2799,-71.0751
Public Events Noise Disturbances,Consumer Affairs & Licensing,Consumer Affairs Issues,Public Events Noise Disturbances,445 Quincy St  Dorchester  MA  02125,Dorchester,445 Quincy St  Dorchester  MA  02125,2125.0,42.3094,-71.0669
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,210 South St  Boston  MA  02111,Downtown / Financial District,210 South St  Boston  MA  02111,2111.0,42.3498,-71.0574
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,10 Grove St  West Roxbury  MA  02132,West Roxbury,10 Grove St  West Roxbury  MA  02132,2132.0,42.2689,-71.1615
